spendGasUSDT,_id
11.81027585888,0xf100c9ce60bd3e7a427bc1e5c8a3454c546211aa
0.69790923651036585,0xcd0f52eab8340bcf1adbf2e2fddde7e60bf46400
0.5065541355,0x0b626dc300f7f9f38b6787ed573c441fb76f16eb
5.092008988059,0x43db62608712440129fda95c4eca2d5a03a5fd3d
1.1299721415245427,0x4023da97da1b2f6483d15b60978f675eb4b28d50
0.6813899652,0x963d8c7b5b4e9db19c2787214f68b3a0c4a5b6b1
4.704966,0xdee7f171d18c32b04df62042d9a0ca247b1108f7
0.1445135186,0xae0a1940c1be7a2df8e3c7f95bc3351ab43a1e12
46.477779241410772,0x86768bfbd9ddc7adb74f32749b61e1694c5c9037
0.2730489999972695,0x4c99d2da429fc7be0e73120516243f3ddd93a418
3.4696798499999995,0x4fb07cf391970a94d1f1d6f6c8b37cd35d2012d8
0.57500582144876633,0x5f8fbbc0478af5e60517d2000fe380d2c2958d57
0.066467136459999993,0x85a1cf724b0380a0b6df3cca7e39f436ad238ffe
9.29927081196,0xe610b6cf06c73012f481c6e1103c895d73a7261d
0.047658240000000004,0xaa4fa3ba0789e2315bd03528bf45394d053ff311
16.626737327481997,0x916490d92698335aa3298dec6a2a41a307df239c
0.21645645,0x322a868a62b87e2dd77cda7f043b46bf0fadc180
0.070515993600000007,0x7f87bec0cf7e25e4a3b9417baa83e6ac25a9184a
11.443171963698763,0x0d04f22041ef80f04573b9f23c900e4992e0c7b7
0.3426402,0xec7652c60f4d940c90e86818ad24909e00a41b41
1.6271859210719717,0xf842098cdfda7fb6e8e0ef7683f80d903c9fa144
6.6497463024000005,0xf6f8f31c9bf30062d2ba5f0a15d7395228ee54a3
1.5020400341100002,0x593733232163a1048249b62c53fa1ead4c58df20
3.4230048300000004,0x850455651e67dc227577c47a49cf028fe970e44a
20.389385280630353,0x433b84de7c7aa2c425365b011e11c35e7ccbd757
10.919723429999998,0xe0a3e27b24f099daf594b3f853f727dc979ea1c5
0.63628761000000011,0x4e191d5c0a11972917fb0a3176fec4f3969af694
1.0790225869999999,0xde8684593d420a774f17f81867336484ea44bec4
1.3277143622692673,0x6d7851185fada78bf516eec80d6b9a564b4a628b
0.40310887920043775,0x15b580766b0fac731cce2e5f3056019b1413c2f1
1.2875161469273964,0xa01b0cd5b2d6db3e748de4fab5c8d0a9699fafcc
2.8174351988999997,0xaebb3e4f902adab42b9eff20c5f4a70680363b6b
0.59846194741,0x6ddefa54bcda333339292373ff9b814bcb6992ac
1.4382774,0xef878af4b192eb8abb405b018202ec52eff9d79b
